Breed,Gender,Age_time_of_death,Height,Weight,Likes,Skills
Doberman Pinscher,Female,10.9,27.02,75.72,likes_people_better_than_dogs,high_trainability
Boxer,Female,11.0,23.87,59.73,likes_people_better_than_dogs,no_special_skills
Border Collie,Female,13.5,21.02,39.42,likes_people_better_than_dogs,high_trainability
Labrador Retriever,Male,11.1,23.61,76.54,likes_everybody,high_trainability
Bloodhound,Female,11.1,25.99,90.7,likes_dogs_better_than_people,barks_like_hell
Dachshund,Female,14.6,8.23,26.49,likes_dogs_better_than_people,barks_like_hell
Greyhound,Male,11.5,28.55,67.88,likes_dogs_better_than_people,no_special_skills
Barbet,Male,12.9,21.11,46.5,likes_dogs_better_than_people,no_special_skills
Beagle,Female,12.3,13.98,25.42,likes_dogs_better_than_people,no_special_skills
Cocker Spaniel,Male,11.5,15.05,26.21,likes_everybody,no_special_skills
Beagle,Female,12.7,14.16,26.74,likes_dogs_better_than_people,no_special_skills
Siberian Husky,Female,13.0,22.08,40.52,likes_everybody,barks_like_hell
Rottweiler,Male,9.6,25.2,106.59,likes_dogs_better_than_people,high_trainability
Plott Hound,Male,13.2,21.22,52.7,likes_nobody,no_special_skills
Rhodesian Ridgeback,Female,11.5,26.14,70.0,likes_people_better_than_dogs,no_special_skills
Doberman Pinscher,Female,11.2,26.82,77.99,likes_people_better_than_dogs,high_trainability
Australian Shepherd,Male,14.3,22.85,57.06,likes_people_better_than_dogs,high_trainability
Greyhound,Male,12.3,29.2,68.15,likes_dogs_better_than_people,no_special_skills
Tibetan Mastiff,Female,11.1,27.01,96.17,likes_dogs_better_than_people,no_special_skills
Tibetan Mastiff,Female,11.3,26.57,96.18,likes_dogs_better_than_people,no_special_skills
Basset Hound,Female,12.4,13.15,59.65,likes_dogs_better_than_people,no_special_skills
Great Dane,Male,8.9,31.33,154.14,likes_dogs_better_than_people,no_special_skills
Doberman Pinscher,Female,10.2,26.84,79.7,likes_people_better_than_dogs,high_trainability
Siberian Husky,Male,13.4,22.49,55.84,likes_everybody,barks_like_hell
Doberman Pinscher,Male,11.1,27.04,91.78,likes_people_better_than_dogs,high_trainability
Cane Corso,Male,10.2,25.58,105.82,likes_dogs_better_than_people,no_special_skills
Boston Terrier,Female,11.8,15.84,18.94,likes_people_better_than_dogs,no_special_skills
Cane Corso,Female,10.4,26.2,95.16,likes_dogs_better_than_people,no_special_skills
Bloodhound,Male,10.9,25.76,100.35,likes_dogs_better_than_people,barks_like_hell
Giant Schnauzer,Male,12.9,26.25,73.5,likes_dogs_better_than_people,high_trainability
Dachshund,Female,15.1,8.71,18.99,likes_dogs_better_than_people,barks_like_hell
French Bulldog,Female,11.7,12.2,18.75,likes_people_better_than_dogs,no_special_skills
Plott Hound,Male,13.0,21.12,51.57,likes_nobody,no_special_skills
Tibetan Mastiff,Female,11.3,24.53,92.39,likes_dogs_better_than_people,no_special_skills
Plott Hound,Female,12.9,22.7,50.88,likes_nobody,no_special_skills
Rhodesian Ridgeback,Female,11.2,25.84,70.0,likes_people_better_than_dogs,no_special_skills
Rhodesian Ridgeback,Female,10.5,26.12,70.0,likes_people_better_than_dogs,no_special_skills
Beagle,Male,12.5,14.82,16.65,likes_dogs_better_than_people,no_special_skills
Barbet,Female,12.9,22.32,52.08,likes_dogs_better_than_people,no_special_skills
Golden Retriever,Female,11.1,23.56,62.77,likes_everybody,high_trainability
Chihuahua,Male,15.0,6.13,4.57,likes_dogs_better_than_people,barks_like_hell
Belgian Malinois,Male,15.0,24.88,76.79,likes_dogs_better_than_people,high_trainability
Great Dane,Male,8.5,31.16,151.6,likes_dogs_better_than_people,no_special_skills
Golden Retriever,Female,11.0,23.56,60.3,likes_everybody,high_trainability
Bloodhound,Female,10.9,26.45,92.99,likes_dogs_better_than_people,barks_like_hell
Cane Corso,Male,10.6,26.43,106.43,likes_dogs_better_than_people,no_special_skills
Rhodesian Ridgeback,Female,10.5,26.03,70.0,likes_people_better_than_dogs,no_special_skills
Border Collie,Female,13.4,21.09,41.92,likes_people_better_than_dogs,high_trainability
Barbet,Male,13.0,20.99,47.94,likes_dogs_better_than_people,no_special_skills
Giant Schnauzer,Female,14.4,27.13,61.15,likes_dogs_better_than_people,high_trainability
Bloodhound,Female,10.4,25.87,90.56,likes_dogs_better_than_people,barks_like_hell
Beagle,Male,13.0,14.66,16.92,likes_dogs_better_than_people,no_special_skills
Great Dane,Male,8.1,30.7,156.6,likes_dogs_better_than_people,no_special_skills
Giant Schnauzer,Male,12.2,26.17,74.96,likes_dogs_better_than_people,high_trainability
Basset Hound,Female,12.4,11.68,52.01,likes_dogs_better_than_people,no_special_skills
Golden Retriever,Male,11.0,23.54,69.46,likes_everybody,high_trainability
Rhodesian Ridgeback,Female,11.2,26.31,70.0,likes_people_better_than_dogs,no_special_skills
Basset Hound,Female,12.5,12.35,60.99,likes_dogs_better_than_people,no_special_skills
Doberman Pinscher,Female,11.8,26.38,81.65,likes_people_better_than_dogs,high_trainability
Border Collie,Female,13.3,21.5,44.32,likes_people_better_than_dogs,high_trainability
Boston Terrier,Male,12.3,16.02,19.32,likes_people_better_than_dogs,no_special_skills
Greyhound,Male,11.8,28.84,67.54,likes_dogs_better_than_people,no_special_skills
Plott Hound,Male,13.1,22.96,57.31,likes_nobody,no_special_skills
Basset Hound,Female,12.5,11.96,49.38,likes_dogs_better_than_people,no_special_skills
Border Collie,Female,13.4,20.02,40.69,likes_people_better_than_dogs,high_trainability
Boston Terrier,Male,12.2,15.39,20.9,likes_people_better_than_dogs,no_special_skills
Tibetan Mastiff,Male,10.7,28.75,128.09,likes_dogs_better_than_people,no_special_skills
French Bulldog,Male,10.9,12.65,24.61,likes_people_better_than_dogs,no_special_skills
Greyhound,Male,11.8,29.08,66.63,likes_dogs_better_than_people,no_special_skills
Belgian Malinois,Male,14.8,25.08,69.0,likes_dogs_better_than_people,high_trainability
Boston Terrier,Male,12.6,15.92,18.45,likes_people_better_than_dogs,no_special_skills
Border Collie,Female,12.8,20.37,47.4,likes_people_better_than_dogs,high_trainability
Labrador Retriever,Female,11.3,23.16,61.62,likes_everybody,high_trainability
Rhodesian Ridgeback,Male,10.5,26.36,85.0,likes_people_better_than_dogs,no_special_skills
Cane Corso,Male,11.5,26.32,104.15,likes_dogs_better_than_people,no_special_skills
Cane Corso,Female,10.4,26.34,92.19,likes_dogs_better_than_people,no_special_skills
Dachshund,Male,12.9,8.5,20.51,likes_dogs_better_than_people,barks_like_hell
Giant Schnauzer,Female,14.2,26.56,64.72,likes_dogs_better_than_people,high_trainability
Chihuahua,Male,15.8,5.95,4.61,likes_dogs_better_than_people,barks_like_hell
Golden Retriever,Female,11.5,23.28,58.96,likes_everybody,high_trainability
Cane Corso,Male,10.0,25.98,102.65,likes_dogs_better_than_people,no_special_skills
Chihuahua,Female,15.0,6.64,5.44,likes_dogs_better_than_people,barks_like_hell
Bloodhound,Female,11.5,26.19,87.64,likes_dogs_better_than_people,barks_like_hell
Chihuahua,Male,16.0,6.2,4.8,likes_dogs_better_than_people,barks_like_hell
Tibetan Mastiff,Female,10.9,25.33,90.17,likes_dogs_better_than_people,no_special_skills
Basset Hound,Female,12.7,12.68,55.6,likes_dogs_better_than_people,no_special_skills
French Bulldog,Male,10.7,11.67,21.97,likes_people_better_than_dogs,no_special_skills
Beagle,Female,13.5,13.59,26.93,likes_dogs_better_than_people,no_special_skills
Golden Retriever,Female,10.9,23.47,61.16,likes_everybody,high_trainability
Australian Shepherd,Male,14.0,20.81,53.66,likes_people_better_than_dogs,high_trainability
American Bulldog,Male,10.9,24.48,80.64,likes_dogs_better_than_people,no_special_skills
Siberian Husky,Male,13.1,22.13,53.92,likes_everybody,barks_like_hell
Rhodesian Ridgeback,Male,11.1,26.04,85.0,likes_people_better_than_dogs,no_special_skills
Dachshund,Female,13.9,8.47,25.16,likes_dogs_better_than_people,barks_like_hell
Rottweiler,Female,9.6,24.5,83.89,likes_dogs_better_than_people,high_trainability
Rhodesian Ridgeback,Male,11.4,26.16,85.0,likes_people_better_than_dogs,no_special_skills
Giant Schnauzer,Male,14.4,26.66,74.28,likes_dogs_better_than_people,high_trainability
Pug,Male,13.8,11.09,14.29,likes_people_better_than_dogs,no_special_skills
Boxer,Female,10.9,24.15,56.69,likes_people_better_than_dogs,no_special_skills
French Bulldog,Male,11.1,12.05,23.23,likes_people_better_than_dogs,no_special_skills
Labrador Retriever,Female,11.0,23.39,65.22,likes_everybody,high_trainability
Boston Terrier,Female,12.0,16.89,17.51,likes_people_better_than_dogs,no_special_skills
Rottweiler,Male,9.6,25.11,117.8,likes_dogs_better_than_people,high_trainability
Cane Corso,Male,11.1,26.37,107.0,likes_dogs_better_than_people,no_special_skills
American Bulldog,Female,11.4,22.19,70.68,likes_dogs_better_than_people,no_special_skills
Tibetan Mastiff,Female,10.9,26.23,106.95,likes_dogs_better_than_people,no_special_skills
Pug,Female,14.4,12.4,15.8,likes_people_better_than_dogs,no_special_skills
Australian Shepherd,Female,14.2,22.19,48.87,likes_people_better_than_dogs,high_trainability
Labrador Retriever,Female,10.2,23.58,61.69,likes_everybody,high_trainability
Boxer,Female,11.4,24.15,52.95,likes_people_better_than_dogs,no_special_skills
Labrador Retriever,Male,10.4,23.29,75.25,likes_everybody,high_trainability
Labrador Retriever,Male,9.9,23.67,74.65,likes_everybody,high_trainability
Basset Hound,Female,12.5,12.21,53.02,likes_dogs_better_than_people,no_special_skills
Border Collie,Male,12.9,20.13,41.53,likes_people_better_than_dogs,high_trainability
French Bulldog,Male,10.8,11.55,23.43,likes_people_better_than_dogs,no_special_skills
Boston Terrier,Female,12.4,16.24,17.58,likes_people_better_than_dogs,no_special_skills
Barbet,Male,12.8,21.8,55.61,likes_dogs_better_than_people,no_special_skills
Rottweiler,Male,9.7,26.1,113.57,likes_dogs_better_than_people,high_trainability
Siberian Husky,Male,13.2,21.61,51.16,likes_everybody,barks_like_hell
Cocker Spaniel,Male,13.7,14.67,26.13,likes_everybody,no_special_skills
Australian Shepherd,Female,12.5,21.08,45.62,likes_people_better_than_dogs,high_trainability
Chihuahua,Female,14.4,6.48,5.53,likes_dogs_better_than_people,barks_like_hell
Rhodesian Ridgeback,Female,11.1,25.86,70.0,likes_people_better_than_dogs,no_special_skills
Boston Terrier,Female,11.5,16.38,21.5,likes_people_better_than_dogs,no_special_skills
Bloodhound,Male,10.9,25.56,98.54,likes_dogs_better_than_people,barks_like_hell
Chihuahua,Male,14.6,6.37,5.23,likes_dogs_better_than_people,barks_like_hell
Rottweiler,Female,9.6,25.08,90.73,likes_dogs_better_than_people,high_trainability
Rottweiler,Female,9.2,25.48,94.22,likes_dogs_better_than_people,high_trainability
Pug,Male,14.0,11.72,16.81,likes_people_better_than_dogs,no_special_skills
Beagle,Female,11.9,13.69,23.57,likes_dogs_better_than_people,no_special_skills
Rhodesian Ridgeback,Male,11.0,26.27,85.0,likes_people_better_than_dogs,no_special_skills
Siberian Husky,Male,12.4,22.16,51.05,likes_everybody,barks_like_hell
Boston Terrier,Male,12.4,15.91,18.42,likes_people_better_than_dogs,no_special_skills
Labrador Retriever,Female,11.1,23.51,60.52,likes_everybody,high_trainability
Bloodhound,Male,11.1,25.82,102.63,likes_dogs_better_than_people,barks_like_hell
Boxer,Male,10.8,23.43,75.96,likes_people_better_than_dogs,no_special_skills
Basset Hound,Male,12.4,13.69,57.11,likes_dogs_better_than_people,no_special_skills
Doberman Pinscher,Male,11.1,27.22,80.79,likes_people_better_than_dogs,high_trainability
Rottweiler,Male,9.4,25.35,115.73,likes_dogs_better_than_people,high_trainability
Labrador Retriever,Male,11.4,23.97,70.39,likes_everybody,high_trainability
French Bulldog,Female,10.6,11.77,22.46,likes_people_better_than_dogs,no_special_skills
Plott Hound,Male,12.4,22.62,55.29,likes_nobody,no_special_skills
Cane Corso,Male,9.7,26.83,103.44,likes_dogs_better_than_people,no_special_skills
Barbet,Male,13.4,20.93,55.16,likes_dogs_better_than_people,no_special_skills
Golden Retriever,Female,11.6,23.59,58.77,likes_everybody,high_trainability
Belgian Malinois,Female,14.6,25.38,46.01,likes_dogs_better_than_people,high_trainability
Barbet,Male,13.3,20.89,46.77,likes_dogs_better_than_people,no_special_skills
Cocker Spaniel,Male,11.5,14.75,26.79,likes_everybody,no_special_skills
Plott Hound,Male,12.6,22.47,51.65,likes_nobody,no_special_skills
Belgian Malinois,Male,15.1,25.13,73.86,likes_dogs_better_than_people,high_trainability
Australian Shepherd,Female,13.7,21.51,45.39,likes_people_better_than_dogs,high_trainability
Rottweiler,Male,9.6,25.43,127.48,likes_dogs_better_than_people,high_trainability
Dachshund,Female,13.4,8.37,22.45,likes_dogs_better_than_people,barks_like_hell
Cane Corso,Female,9.9,26.11,93.04,likes_dogs_better_than_people,no_special_skills
Cane Corso,Male,9.3,26.03,104.64,likes_dogs_better_than_people,no_special_skills
French Bulldog,Female,11.3,11.95,22.22,likes_people_better_than_dogs,no_special_skills
Tibetan Mastiff,Male,10.4,26.31,95.21,likes_dogs_better_than_people,no_special_skills
Rhodesian Ridgeback,Male,10.6,26.11,85.0,likes_people_better_than_dogs,no_special_skills
Boxer,Female,10.8,23.76,55.55,likes_people_better_than_dogs,no_special_skills
Bloodhound,Female,11.3,25.55,95.46,likes_dogs_better_than_people,barks_like_hell
Bloodhound,Female,11.0,25.55,92.8,likes_dogs_better_than_people,barks_like_hell
Plott Hound,Male,12.9,22.51,54.78,likes_nobody,no_special_skills
Plott Hound,Male,13.1,23.71,51.61,likes_nobody,no_special_skills
Boxer,Female,10.5,23.86,59.52,likes_people_better_than_dogs,no_special_skills
Giant Schnauzer,Female,13.6,27.47,61.1,likes_dogs_better_than_people,high_trainability
Rhodesian Ridgeback,Male,11.0,26.37,85.0,likes_people_better_than_dogs,no_special_skills
Australian Shepherd,Female,13.4,20.65,42.53,likes_people_better_than_dogs,high_trainability
Dachshund,Female,13.6,8.76,21.62,likes_dogs_better_than_people,barks_like_hell
Pug,Female,14.2,11.34,15.21,likes_people_better_than_dogs,no_special_skills
Labrador Retriever,Female,10.7,23.48,57.96,likes_everybody,high_trainability
Cocker Spaniel,Female,12.9,15.13,22.19,likes_everybody,no_special_skills
Labrador Retriever,Male,11.7,23.5,72.11,likes_everybody,high_trainability
American Bulldog,Female,11.0,21.28,64.39,likes_dogs_better_than_people,no_special_skills
Plott Hound,Female,13.0,21.11,44.55,likes_nobody,no_special_skills
Chihuahua,Male,15.4,6.09,5.28,likes_dogs_better_than_people,barks_like_hell
Golden Retriever,Female,12.1,23.86,60.01,likes_everybody,high_trainability
Chihuahua,Male,15.0,6.35,5.25,likes_dogs_better_than_people,barks_like_hell
Border Collie,Male,13.6,20.97,39.19,likes_people_better_than_dogs,high_trainability
French Bulldog,Female,10.7,11.13,24.62,likes_people_better_than_dogs,no_special_skills
Siberian Husky,Male,12.7,22.26,51.79,likes_everybody,barks_like_hell
American Bulldog,Female,10.7,22.06,69.95,likes_dogs_better_than_people,no_special_skills
American Bulldog,Male,10.9,25.95,85.18,likes_dogs_better_than_people,no_special_skills
Rottweiler,Female,9.4,26.13,83.25,likes_dogs_better_than_people,high_trainability
Great Dane,Female,8.4,31.41,130.79,likes_dogs_better_than_people,no_special_skills
Doberman Pinscher,Male,11.2,27.51,90.94,likes_people_better_than_dogs,high_trainability
Belgian Malinois,Female,14.6,25.16,53.68,likes_dogs_better_than_people,high_trainability
American Bulldog,Male,10.5,25.17,87.71,likes_dogs_better_than_people,no_special_skills
Australian Shepherd,Female,13.5,21.9,53.08,likes_people_better_than_dogs,high_trainability
Siberian Husky,Male,13.0,22.55,56.85,likes_everybody,barks_like_hell
Great Dane,Female,8.8,30.5,126.02,likes_dogs_better_than_people,no_special_skills
Doberman Pinscher,Male,10.8,26.58,88.35,likes_people_better_than_dogs,high_trainability
Chihuahua,Female,15.0,5.96,4.29,likes_dogs_better_than_people,barks_like_hell
Siberian Husky,Female,13.0,22.85,39.38,likes_everybody,barks_like_hell
Belgian Malinois,Male,15.0,24.91,62.57,likes_dogs_better_than_people,high_trainability
Greyhound,Male,11.4,28.83,68.26,likes_dogs_better_than_people,no_special_skills
Barbet,Male,13.2,21.35,57.84,likes_dogs_better_than_people,no_special_skills
Basset Hound,Female,12.4,12.31,47.95,likes_dogs_better_than_people,no_special_skills
French Bulldog,Female,10.9,11.92,22.13,likes_people_better_than_dogs,no_special_skills
Siberian Husky,Male,12.7,22.84,51.4,likes_everybody,barks_like_hell
Labrador Retriever,Male,10.9,23.41,71.01,likes_everybody,high_trainability
Basset Hound,Male,12.2,13.05,54.9,likes_dogs_better_than_people,no_special_skills
Border Collie,Male,14.1,19.98,45.18,likes_people_better_than_dogs,high_trainability
Tibetan Mastiff,Female,10.8,26.16,104.9,likes_dogs_better_than_people,no_special_skills
Basset Hound,Male,12.4,12.92,51.62,likes_dogs_better_than_people,no_special_skills
American Bulldog,Female,11.4,21.85,70.11,likes_dogs_better_than_people,no_special_skills
Rhodesian Ridgeback,Female,11.2,25.71,70.0,likes_people_better_than_dogs,no_special_skills
Pug,Male,13.1,11.98,16.34,likes_people_better_than_dogs,no_special_skills
Great Dane,Male,8.9,31.15,166.74,likes_dogs_better_than_people,no_special_skills
Greyhound,Male,11.9,29.34,67.81,likes_dogs_better_than_people,no_special_skills
Giant Schnauzer,Male,14.0,26.61,74.66,likes_dogs_better_than_people,high_trainability
Tibetan Mastiff,Female,11.9,26.27,83.04,likes_dogs_better_than_people,no_special_skills
Chihuahua,Male,15.2,6.04,5.38,likes_dogs_better_than_people,barks_like_hell
Boston Terrier,Male,11.5,15.38,18.47,likes_people_better_than_dogs,no_special_skills
Pug,Female,14.1,11.1,16.38,likes_people_better_than_dogs,no_special_skills
Rottweiler,Male,9.3,25.46,119.79,likes_dogs_better_than_people,high_trainability
Pug,Female,14.1,13.05,16.2,likes_people_better_than_dogs,no_special_skills
